Clinic;Address;Operator;
ROLAND CONSULT Stasche & Finger GmbH;;;
Patient;Sex;Age;DateOfBirth;TestDate;PatId
SCOTOPIC, PSAMMOMYS;F;;2020-11-24;01/01/2009 01:08:20;
Class;RETIport;
Chan;Name;Range(+/-[V]);LowCut[Hz];HighCut[Hz];StimCode;StimDev;StimFreq;
1;R-1 scotopic 1.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
2;L-2 scotopic 1.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
3;R-1 scotopic 3.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
4;L-2 scotopic 3.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
5;R-1 scotopic 10.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
6;L-2 scotopic 10.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
Plots of Group;3;scotopic single flash 3
Length;512;Dist[s];7.82779E-4;Channels;6
RAW DATA SECTION:;(v2: vertically stored)
Index;Time[s];Channel Values[V]
;;1;2;3;4;5;6;
;;R-1 scotopic 1.0;L-2 scotopic 1.0;R-1 scotopic 3.0;L-2 scotopic 3.0;R-1 scotopic 10.0;L-2 scotopic 10.0;
415;3.241E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-8.011E-0007;-8.845E-0006;
416;3.249E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-7.401E-0007;-8.967E-0006;
417;3.256E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.778E-0006;-6.831E-0006;
418;3.264E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.656E-0006;-2.558E-0006;
419;3.272E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.144E-0006;1.226E-0006;
420;3.280E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-3.181E-0006;2.202E-0006;
421;3.288E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.975E-0007;3.545E-0006;
422;3.295E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.640E-0006;5.193E-0006;
423;3.303E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;5.340E-0008;6.414E-0006;
424;3.311E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.900E-0006;5.559E-0006;
425;3.319E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-2.144E-0006;4.094E-0006;
426;3.327E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.534E-0006;1.592E-0006;
427;3.335E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.778E-0006;-3.901E-0006;
428;3.342E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-4.349E-0007;-4.878E-0006;
429;3.350E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-7.401E-0007;-4.511E-0006;
430;3.358E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-1.717E-0006;-4.328E-0006;
431;3.366E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;-9.842E-0007;-2.070E-0006;
432;3.374E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.701E-0006;1.653E-0006;
433;3.382E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;3.716E-0006;4.766E-0006;
434;3.389E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;3.777E-0006;8.916E-0006;
435;3.397E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;6.157E-0006;1.032E-0005;
436;3.405E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;7.622E-0006;9.954E-0006;
437;3.413E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;6.340E-0006;7.879E-0006;
438;3.421E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;6.279E-0006;4.583E-0006;
439;3.429E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;5.180E-0006;2.202E-0006;
440;3.436E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;3.532E-0006;9.817E-0007;
441;3.444E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;3.471E-0006;1.470E-0006;
442;3.452E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;4.936E-0006;2.752E-0006;
443;3.460E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;7.744E-0006;5.742E-0006;
444;3.468E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;9.026E-0006;8.733E-0006;
445;3.476E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;8.293E-0006;1.026E-0005;
446;3.483E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;9.392E-0006;1.294E-0005;
447;3.491E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;8.476E-0006;1.429E-0005;
448;3.499E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;7.500E-0006;1.368E-0005;
449;3.507E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;8.110E-0006;1.282E-0005;
450;3.515E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;7.317E-0006;1.056E-0005;
451;3.523E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;6.889E-0006;8.428E-0006;
452;3.530E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;5.363E-0006;4.522E-0006;
453;3.538E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;4.753E-0006;1.165E-0006;
454;3.546E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;6.706E-0006;1.104E-0006;
455;3.554E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;7.927E-0006;6.155E-0007;
456;3.562E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;9.819E-0006;1.531E-0006;
457;3.569E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.202E-0005;4.033E-0006;
458;3.577E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.214E-0005;6.048E-0006;
459;3.585E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.141E-0005;8.550E-0006;
460;3.593E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.177E-0005;1.246E-0005;
461;3.601E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.311E-0005;1.514E-0005;
462;3.609E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.311E-0005;1.539E-0005;
463;3.616E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.421E-0005;1.246E-0005;
464;3.624E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.818E-0005;9.649E-0006;
465;3.632E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.586E-0005;4.278E-0006;
466;3.640E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.037E-0005;5.124E-0009;
467;3.648E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;6.096E-0006;-4.756E-0006;
468;3.656E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;7.988E-0006;-7.807E-0006;
469;3.663E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;8.293E-0006;-8.540E-0006;
470;3.671E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;5.302E-0006;-7.136E-0006;
471;3.679E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;3.586E-0007;-5.244E-0006;
472;3.687E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;6.027E-0007;5.122E-0009;
473;3.695E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;4.143E-0006;7.573E-0006;
474;3.703E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.049E-0005;1.606E-0005;
475;3.710E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.568E-0005;2.076E-0005;
476;3.718E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.531E-0005;2.234E-0005;
477;3.726E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.379E-0005;2.234E-0005;
478;3.734E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.318E-0005;1.819E-0005;
479;3.742E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.562E-0005;1.441E-0005;
480;3.750E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.720E-0005;9.588E-0006;
481;3.757E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.604E-0005;4.522E-0006;
482;3.765E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.409E-0005;1.104E-0006;
483;3.773E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.379E-0005;-1.216E-0006;
484;3.781E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.318E-0005;-2.070E-0006;
485;3.789E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.104E-0005;-1.643E-0006;
486;3.796E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;7.866E-0006;1.348E-0006;
487;3.804E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;6.340E-0006;4.278E-0006;
488;3.812E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.189E-0005;8.611E-0006;
489;3.820E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.032E-0005;1.349E-0005;
490;3.828E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.709E-0005;1.880E-0005;
491;3.836E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.831E-0005;2.106E-0005;
492;3.843E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.422E-0005;2.295E-0005;
493;3.851E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.068E-0005;2.479E-0005;
494;3.859E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.032E-0005;2.631E-0005;
495;3.867E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.934E-0005;2.704E-0005;
496;3.875E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.873E-0005;2.869E-0005;
497;3.883E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.751E-0005;3.016E-0005;
498;3.890E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.641E-0005;3.058E-0005;
499;3.898E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.684E-0005;3.113E-0005;
500;3.906E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.001E-0005;3.132E-0005;
501;3.914E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.197E-0005;2.955E-0005;
502;3.922E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.325E-0005;2.729E-0005;
503;3.930E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.129E-0005;2.271E-0005;
504;3.937E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;1.934E-0005;2.039E-0005;
505;3.945E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.001E-0005;1.929E-0005;
506;3.953E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.111E-0005;1.777E-0005;
507;3.961E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.227E-0005;1.746E-0005;
508;3.969E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.489E-0005;1.917E-0005;
509;3.977E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.740E-0005;2.234E-0005;
510;3.984E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.703E-0005;2.631E-0005;
511;3.992E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.459E-0005;2.857E-0005;
512;4.000E-0001;0.000E+0000;0.000E+0000;0.000E+0000;0.000E+0000;2.453E-0005;2.851E-0005;
Values
Channel;a [ms];b [ms];a-wave [V];b-wave [V];
1;-0.8;-0.8;;;
2;-0.8;-0.8;;;
3;-0.8;-0.8;;;
4;-0.8;-0.8;;;
5;17.2;57.9;9.59E-005;2.53E-004;
6;15.7;57.9;1.19E-004;2.87E-004;
