Clinic;Address;Operator;
ROLAND CONSULT Stasche & Finger GmbH;;;
Patient;Sex;Age;DateOfBirth;TestDate;PatId
sample_photopic_recoring, Psammomys;F;;2020-11-24;01/01/2009 01:47:22;
Class;RETIport;
Chan;Name;Range(+/-[V]);LowCut[Hz];HighCut[Hz];StimCode;StimDev;StimFreq;
1;R-1 photopic 1.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
2;L-2 photopic 1.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
3;R-1 photopic 3.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
4;L-2 photopic 3.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
5;R-1 photopic 10.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
6;L-2 photopic 10.0;0.00100000004749745;1;300;20;Ganzfeld Q450;0.06;
Plots of Group;2;photopic single flash 2
Length;512;Dist[s];4.89237E-4;Channels;6
RAW DATA SECTION:;(v2: vertically stored)
Index;Time[s];Channel Values[V]
;;1;2;3;4;5;6;
;;R-1 photopic 1.0;L-2 photopic 1.0;R-1 photopic 3.0;L-2 photopic 3.0;R-1 photopic 10.0;L-2 photopic 10.0;
364;1.776E-0001;0.000E+0000;0.000E+0000;-1.661E-0005;-7.871E-0006;-3.259E-0005;-9.972E-0006;
365;1.781E-0001;0.000E+0000;0.000E+0000;-1.563E-0005;-6.711E-0006;-3.162E-0005;-6.799E-0006;
366;1.786E-0001;0.000E+0000;0.000E+0000;-1.533E-0005;-6.589E-0006;-3.021E-0005;-3.381E-0006;
367;1.791E-0001;0.000E+0000;0.000E+0000;-1.478E-0005;-6.223E-0006;-2.850E-0005;-1.457E-0007;
368;1.795E-0001;0.000E+0000;0.000E+0000;-1.399E-0005;-5.674E-0006;-2.710E-0005;2.418E-0006;
369;1.800E-0001;0.000E+0000;0.000E+0000;-1.331E-0005;-4.514E-0006;-2.563E-0005;4.676E-0006;
370;1.805E-0001;0.000E+0000;0.000E+0000;-1.264E-0005;-3.110E-0006;-2.319E-0005;5.592E-0006;
371;1.810E-0001;0.000E+0000;0.000E+0000;-1.197E-0005;-1.645E-0006;-2.197E-0005;6.324E-0006;
372;1.815E-0001;0.000E+0000;0.000E+0000;-1.209E-0005;-1.890E-0006;-2.045E-0005;7.118E-0006;
373;1.820E-0001;0.000E+0000;0.000E+0000;-1.283E-0005;-2.744E-0006;-1.923E-0005;7.423E-0006;
374;1.825E-0001;0.000E+0000;0.000E+0000;-1.270E-0005;-2.561E-0006;-1.813E-0005;7.056E-0006;
375;1.830E-0001;0.000E+0000;0.000E+0000;-1.222E-0005;-2.073E-0006;-1.770E-0005;5.775E-0006;
376;1.835E-0001;0.000E+0000;0.000E+0000;-1.185E-0005;-1.340E-0006;-1.794E-0005;3.883E-0006;
377;1.840E-0001;0.000E+0000;0.000E+0000;-1.148E-0005;-1.157E-0006;-1.831E-0005;1.807E-0006;
378;1.844E-0001;0.000E+0000;0.000E+0000;-1.069E-0005;-1.035E-0006;-1.868E-0005;-3.898E-0007;
379;1.849E-0001;0.000E+0000;0.000E+0000;-1.069E-0005;-1.340E-0006;-1.898E-0005;-2.892E-0006;
380;1.854E-0001;0.000E+0000;0.000E+0000;-1.124E-0005;-2.561E-0006;-1.898E-0005;-5.090E-0006;
381;1.859E-0001;0.000E+0000;0.000E+0000;-1.100E-0005;-3.415E-0006;-1.837E-0005;-6.371E-0006;
382;1.864E-0001;0.000E+0000;0.000E+0000;-1.032E-0005;-4.331E-0006;-1.788E-0005;-7.897E-0006;
383;1.869E-0001;0.000E+0000;0.000E+0000;-1.051E-0005;-5.185E-0006;-1.807E-0005;-1.040E-0005;
384;1.874E-0001;0.000E+0000;0.000E+0000;-1.020E-0005;-5.491E-0006;-1.849E-0005;-1.241E-0005;
385;1.879E-0001;0.000E+0000;0.000E+0000;-1.032E-0005;-5.735E-0006;-1.904E-0005;-1.370E-0005;
386;1.884E-0001;0.000E+0000;0.000E+0000;-1.008E-0005;-5.613E-0006;-1.910E-0005;-1.455E-0005;
387;1.888E-0001;0.000E+0000;0.000E+0000;-1.002E-0005;-5.735E-0006;-1.862E-0005;-1.412E-0005;
388;1.893E-0001;0.000E+0000;0.000E+0000;-1.075E-0005;-5.857E-0006;-1.770E-0005;-1.296E-0005;
389;1.898E-0001;0.000E+0000;0.000E+0000;-1.093E-0005;-6.101E-0006;-1.666E-0005;-1.193E-0005;
390;1.903E-0001;0.000E+0000;0.000E+0000;-1.093E-0005;-5.979E-0006;-1.605E-0005;-1.046E-0005;
391;1.908E-0001;0.000E+0000;0.000E+0000;-1.008E-0005;-5.430E-0006;-1.636E-0005;-9.484E-0006;
392;1.913E-0001;0.000E+0000;0.000E+0000;-9.591E-0006;-4.697E-0006;-1.654E-0005;-8.996E-0006;
393;1.918E-0001;0.000E+0000;0.000E+0000;-9.164E-0006;-3.965E-0006;-1.715E-0005;-9.057E-0006;
394;1.923E-0001;0.000E+0000;0.000E+0000;-8.249E-0006;-3.843E-0006;-1.764E-0005;-8.996E-0006;
395;1.928E-0001;0.000E+0000;0.000E+0000;-7.028E-0006;-4.026E-0006;-1.819E-0005;-8.813E-0006;
396;1.932E-0001;0.000E+0000;0.000E+0000;-6.173E-0006;-5.369E-0006;-1.862E-0005;-8.507E-0006;
397;1.937E-0001;0.000E+0000;0.000E+0000;-6.723E-0006;-8.603E-0006;-1.874E-0005;-7.714E-0006;
398;1.942E-0001;0.000E+0000;0.000E+0000;-7.455E-0006;-1.233E-0005;-1.898E-0005;-6.310E-0006;
399;1.947E-0001;0.000E+0000;0.000E+0000;-7.638E-0006;-1.483E-0005;-2.014E-0005;-6.615E-0006;
400;1.952E-0001;0.000E+0000;0.000E+0000;-7.089E-0006;-1.745E-0005;-2.124E-0005;-6.860E-0006;
401;1.957E-0001;0.000E+0000;0.000E+0000;-6.967E-0006;-1.977E-0005;-2.179E-0005;-6.371E-0006;
402;1.962E-0001;0.000E+0000;0.000E+0000;-6.967E-0006;-2.185E-0005;-2.173E-0005;-4.967E-0006;
403;1.967E-0001;0.000E+0000;0.000E+0000;-7.699E-0006;-2.405E-0005;-2.161E-0005;-2.953E-0006;
404;1.972E-0001;0.000E+0000;0.000E+0000;-8.188E-0006;-2.502E-0005;-2.087E-0005;-2.677E-0007;
405;1.977E-0001;0.000E+0000;0.000E+0000;-8.737E-0006;-2.545E-0005;-1.996E-0005;2.357E-0006;
406;1.981E-0001;0.000E+0000;0.000E+0000;-9.836E-0006;-2.521E-0005;-1.941E-0005;4.859E-0006;
407;1.986E-0001;0.000E+0000;0.000E+0000;-1.161E-0005;-2.405E-0005;-1.813E-0005;8.033E-0006;
408;1.991E-0001;0.000E+0000;0.000E+0000;-1.203E-0005;-2.069E-0005;-1.648E-0005;1.108E-0005;
409;1.996E-0001;0.000E+0000;0.000E+0000;-1.148E-0005;-1.556E-0005;-1.520E-0005;1.340E-0005;
410;2.001E-0001;0.000E+0000;0.000E+0000;-1.020E-0005;-1.050E-0005;-1.410E-0005;1.511E-0005;
411;2.006E-0001;0.000E+0000;0.000E+0000;-8.371E-0006;-5.185E-0006;-1.221E-0005;1.603E-0005;
412;2.011E-0001;0.000E+0000;0.000E+0000;-6.906E-0006;-7.299E-0007;-1.105E-0005;1.652E-0005;
413;2.016E-0001;0.000E+0000;0.000E+0000;-6.662E-0006;1.223E-0006;-9.765E-0006;1.652E-0005;
414;2.021E-0001;0.000E+0000;0.000E+0000;-7.028E-0006;3.176E-0006;-9.338E-0006;1.560E-0005;
415;2.025E-0001;0.000E+0000;0.000E+0000;-6.906E-0006;5.129E-0006;-1.007E-0005;1.261E-0005;
416;2.030E-0001;0.000E+0000;0.000E+0000;-6.173E-0006;7.327E-0006;-1.099E-0005;9.071E-0006;
417;2.035E-0001;0.000E+0000;0.000E+0000;-5.258E-0006;8.792E-0006;-1.172E-0005;5.653E-0006;
418;2.040E-0001;0.000E+0000;0.000E+0000;-4.281E-0006;9.585E-0006;-1.245E-0005;2.479E-0006;
419;2.045E-0001;0.000E+0000;0.000E+0000;-3.854E-0006;9.707E-0006;-1.202E-0005;5.257E-0007;
420;2.050E-0001;0.000E+0000;0.000E+0000;-4.342E-0006;8.608E-0006;-1.208E-0005;-1.549E-0006;
421;2.055E-0001;0.000E+0000;0.000E+0000;-4.953E-0006;7.510E-0006;-1.227E-0005;-4.113E-0006;
422;2.060E-0001;0.000E+0000;0.000E+0000;-4.709E-0006;6.655E-0006;-1.251E-0005;-5.944E-0006;
423;2.065E-0001;0.000E+0000;0.000E+0000;-4.648E-0006;5.679E-0006;-1.312E-0005;-8.263E-0006;
424;2.069E-0001;0.000E+0000;0.000E+0000;-4.953E-0006;4.763E-0006;-1.385E-0005;-1.113E-0005;
425;2.074E-0001;0.000E+0000;0.000E+0000;-4.465E-0006;4.275E-0006;-1.422E-0005;-1.284E-0005;
426;2.079E-0001;0.000E+0000;0.000E+0000;-4.159E-0006;4.519E-0006;-1.434E-0005;-1.406E-0005;
427;2.084E-0001;0.000E+0000;0.000E+0000;-4.220E-0006;4.397E-0006;-1.410E-0005;-1.437E-0005;
428;2.089E-0001;0.000E+0000;0.000E+0000;-4.098E-0006;4.397E-0006;-1.404E-0005;-1.376E-0005;
429;2.094E-0001;0.000E+0000;0.000E+0000;-4.587E-0006;4.702E-0006;-1.392E-0005;-1.327E-0005;
430;2.099E-0001;0.000E+0000;0.000E+0000;-5.075E-0006;4.031E-0006;-1.349E-0005;-1.211E-0005;
431;2.104E-0001;0.000E+0000;0.000E+0000;-5.136E-0006;3.359E-0006;-1.337E-0005;-1.064E-0005;
432;2.109E-0001;0.000E+0000;0.000E+0000;-4.465E-0006;3.298E-0006;-1.367E-0005;-9.301E-0006;
433;2.114E-0001;0.000E+0000;0.000E+0000;-4.037E-0006;3.665E-0006;-1.404E-0005;-8.691E-0006;
434;2.118E-0001;0.000E+0000;0.000E+0000;-3.732E-0006;4.214E-0006;-1.526E-0005;-9.301E-0006;
435;2.123E-0001;0.000E+0000;0.000E+0000;-2.633E-0006;5.007E-0006;-1.587E-0005;-9.545E-0006;
436;2.128E-0001;0.000E+0000;0.000E+0000;-2.145E-0006;5.740E-0006;-1.623E-0005;-9.667E-0006;
437;2.133E-0001;0.000E+0000;0.000E+0000;-2.206E-0006;5.129E-0006;-1.611E-0005;-9.484E-0006;
438;2.138E-0001;0.000E+0000;0.000E+0000;-3.000E-0006;3.359E-0006;-1.623E-0005;-8.691E-0006;
439;2.143E-0001;0.000E+0000;0.000E+0000;-3.976E-0006;2.200E-0006;-1.617E-0005;-7.226E-0006;
440;2.148E-0001;0.000E+0000;0.000E+0000;-4.098E-0006;2.078E-0006;-1.770E-0005;-8.019E-0006;
441;2.153E-0001;0.000E+0000;0.000E+0000;-3.732E-0006;2.139E-0006;-1.941E-0005;-8.935E-0006;
442;2.158E-0001;0.000E+0000;0.000E+0000;-3.244E-0006;2.749E-0006;-2.045E-0005;-8.507E-0006;
443;2.162E-0001;0.000E+0000;0.000E+0000;-2.756E-0006;3.665E-0006;-2.020E-0005;-6.860E-0006;
444;2.167E-0001;0.000E+0000;0.000E+0000;-2.694E-0006;3.848E-0006;-1.965E-0005;-4.540E-0006;
445;2.172E-0001;0.000E+0000;0.000E+0000;-2.328E-0006;3.909E-0006;-1.862E-0005;-1.855E-0006;
446;2.177E-0001;0.000E+0000;0.000E+0000;-1.718E-0006;4.275E-0006;-1.770E-0005;6.478E-0007;
447;2.182E-0001;0.000E+0000;0.000E+0000;-8.634E-0007;5.435E-0006;-1.709E-0005;3.272E-0006;
448;2.187E-0001;0.000E+0000;0.000E+0000;-8.634E-0007;5.007E-0006;-1.575E-0005;5.897E-0006;
449;2.192E-0001;0.000E+0000;0.000E+0000;-1.310E-0007;4.702E-0006;-1.422E-0005;8.033E-0006;
450;2.197E-0001;0.000E+0000;0.000E+0000;3.573E-0007;4.763E-0006;-1.227E-0005;9.681E-0006;
451;2.202E-0001;0.000E+0000;0.000E+0000;4.183E-0007;5.374E-0006;-1.050E-0005;1.054E-0005;
452;2.206E-0001;0.000E+0000;0.000E+0000;1.212E-0006;6.533E-0006;-8.361E-0006;9.803E-0006;
453;2.211E-0001;0.000E+0000;0.000E+0000;1.578E-0006;7.327E-0006;-7.018E-0006;7.972E-0006;
454;2.216E-0001;0.000E+0000;0.000E+0000;1.456E-0006;6.716E-0006;-5.798E-0006;4.798E-0006;
455;2.221E-0001;0.000E+0000;0.000E+0000;1.151E-0006;6.289E-0006;-5.004E-0006;1.563E-0006;
456;2.226E-0001;0.000E+0000;0.000E+0000;1.212E-0006;6.228E-0006;-4.150E-0006;-2.526E-0006;
457;2.231E-0001;0.000E+0000;0.000E+0000;2.066E-0006;7.327E-0006;-4.089E-0006;-6.860E-0006;
458;2.236E-0001;0.000E+0000;0.000E+0000;2.616E-0006;8.425E-0006;-4.455E-0006;-1.132E-0005;
459;2.241E-0001;0.000E+0000;0.000E+0000;3.043E-0006;9.402E-0006;-4.577E-0006;-1.498E-0005;
460;2.246E-0001;0.000E+0000;0.000E+0000;3.592E-0006;1.032E-0005;-4.699E-0006;-1.833E-0005;
461;2.250E-0001;0.000E+0000;0.000E+0000;3.470E-0006;9.890E-0006;-5.676E-0006;-2.139E-0005;
462;2.255E-0001;0.000E+0000;0.000E+0000;2.799E-0006;8.731E-0006;-6.713E-0006;-2.181E-0005;
463;2.260E-0001;0.000E+0000;0.000E+0000;2.432E-0006;8.120E-0006;-7.385E-0006;-1.992E-0005;
464;2.265E-0001;0.000E+0000;0.000E+0000;1.761E-0006;7.205E-0006;-7.812E-0006;-1.754E-0005;
465;2.270E-0001;0.000E+0000;0.000E+0000;1.883E-0006;6.838E-0006;-7.934E-0006;-1.601E-0005;
466;2.275E-0001;0.000E+0000;0.000E+0000;2.494E-0006;7.388E-0006;-7.446E-0006;-1.406E-0005;
467;2.280E-0001;0.000E+0000;0.000E+0000;2.738E-0006;7.388E-0006;-6.286E-0006;-1.168E-0005;
468;2.285E-0001;0.000E+0000;0.000E+0000;2.982E-0006;7.327E-0006;-5.431E-0006;-9.484E-0006;
469;2.290E-0001;0.000E+0000;0.000E+0000;3.165E-0006;7.754E-0006;-4.455E-0006;-7.409E-0006;
470;2.295E-0001;0.000E+0000;0.000E+0000;2.799E-0006;7.876E-0006;-3.539E-0006;-5.028E-0006;
471;2.299E-0001;0.000E+0000;0.000E+0000;2.677E-0006;7.937E-0006;-2.563E-0006;-2.648E-0006;
472;2.304E-0001;0.000E+0000;0.000E+0000;2.860E-0006;7.876E-0006;-2.197E-0006;-9.391E-0007;
473;2.309E-0001;0.000E+0000;0.000E+0000;3.531E-0006;8.364E-0006;-1.769E-0006;3.426E-0007;
474;2.314E-0001;0.000E+0000;0.000E+0000;3.775E-0006;9.402E-0006;-2.074E-0006;6.478E-0007;
475;2.319E-0001;0.000E+0000;0.000E+0000;4.447E-0006;9.829E-0006;-3.112E-0006;1.595E-0007;
476;2.324E-0001;0.000E+0000;0.000E+0000;4.813E-0006;1.032E-0005;-4.028E-0006;-8.781E-0007;
477;2.329E-0001;0.000E+0000;0.000E+0000;4.447E-0006;1.087E-0005;-4.516E-0006;-1.794E-0006;
478;2.334E-0001;0.000E+0000;0.000E+0000;3.653E-0006;9.829E-0006;-5.004E-0006;-1.916E-0006;
479;2.339E-0001;0.000E+0000;0.000E+0000;2.738E-0006;8.425E-0006;-4.760E-0006;-2.099E-0006;
480;2.343E-0001;0.000E+0000;0.000E+0000;2.127E-0006;8.120E-0006;-4.882E-0006;-2.404E-0006;
481;2.348E-0001;0.000E+0000;0.000E+0000;2.127E-0006;8.242E-0006;-5.981E-0006;-4.113E-0006;
482;2.353E-0001;0.000E+0000;0.000E+0000;2.738E-0006;8.853E-0006;-7.140E-0006;-5.151E-0006;
483;2.358E-0001;0.000E+0000;0.000E+0000;3.348E-0006;9.585E-0006;-7.934E-0006;-4.784E-0006;
484;2.363E-0001;0.000E+0000;0.000E+0000;4.080E-0006;1.056E-0005;-8.117E-0006;-3.014E-0006;
485;2.368E-0001;0.000E+0000;0.000E+0000;4.630E-0006;1.062E-0005;-8.300E-0006;-8.171E-0007;
486;2.373E-0001;0.000E+0000;0.000E+0000;5.057E-0006;1.105E-0005;-7.507E-0006;1.991E-0006;
487;2.378E-0001;0.000E+0000;0.000E+0000;5.423E-0006;1.197E-0005;-6.774E-0006;5.042E-0006;
488;2.383E-0001;0.000E+0000;0.000E+0000;5.606E-0006;1.251E-0005;-6.103E-0006;7.606E-0006;
489;2.387E-0001;0.000E+0000;0.000E+0000;4.752E-0006;1.154E-0005;-4.821E-0006;1.060E-0005;
490;2.392E-0001;0.000E+0000;0.000E+0000;5.240E-0006;1.123E-0005;-3.417E-0006;1.328E-0005;
491;2.397E-0001;0.000E+0000;0.000E+0000;5.911E-0006;1.068E-0005;-1.830E-0006;1.572E-0005;
492;2.402E-0001;0.000E+0000;0.000E+0000;6.522E-0006;1.062E-0005;3.059E-0007;1.768E-0005;
493;2.407E-0001;0.000E+0000;0.000E+0000;7.681E-0006;1.081E-0005;2.564E-0006;1.859E-0005;
494;2.412E-0001;0.000E+0000;0.000E+0000;8.292E-0006;9.402E-0006;4.029E-0006;1.963E-0005;
495;2.417E-0001;0.000E+0000;0.000E+0000;8.109E-0006;5.862E-0006;4.822E-0006;1.975E-0005;
496;2.422E-0001;0.000E+0000;0.000E+0000;7.987E-0006;2.261E-0006;5.189E-0006;1.896E-0005;
497;2.427E-0001;0.000E+0000;0.000E+0000;8.902E-0006;-3.637E-0007;5.677E-0006;1.816E-0005;
498;2.432E-0001;0.000E+0000;0.000E+0000;1.012E-0005;-2.378E-0006;5.372E-0006;1.627E-0005;
499;2.436E-0001;0.000E+0000;0.000E+0000;1.086E-0005;-4.392E-0006;4.456E-0006;1.347E-0005;
500;2.441E-0001;0.000E+0000;0.000E+0000;1.171E-0005;-6.467E-0006;4.212E-0006;1.084E-0005;
501;2.446E-0001;0.000E+0000;0.000E+0000;1.177E-0005;-7.871E-0006;4.151E-0006;8.338E-0006;
502;2.451E-0001;0.000E+0000;0.000E+0000;1.140E-0005;-9.336E-0006;3.968E-0006;5.775E-0006;
503;2.456E-0001;0.000E+0000;0.000E+0000;1.018E-0005;-1.043E-0005;4.273E-0006;3.883E-0006;
504;2.461E-0001;0.000E+0000;0.000E+0000;8.292E-0006;-1.001E-0005;5.189E-0006;2.723E-0006;
505;2.466E-0001;0.000E+0000;0.000E+0000;6.156E-0006;-8.359E-0006;5.677E-0006;1.136E-0006;
506;2.471E-0001;0.000E+0000;0.000E+0000;5.545E-0006;-4.880E-0006;4.945E-0006;-1.244E-0006;
507;2.476E-0001;0.000E+0000;0.000E+0000;6.461E-0006;-4.858E-0007;4.090E-0006;-3.197E-0006;
508;2.480E-0001;0.000E+0000;0.000E+0000;8.353E-0006;4.214E-0006;4.029E-0006;-4.967E-0006;
509;2.485E-0001;0.000E+0000;0.000E+0000;1.018E-0005;8.242E-0006;4.456E-0006;-6.005E-0006;
510;2.490E-0001;0.000E+0000;0.000E+0000;1.122E-0005;1.148E-0005;4.884E-0006;-6.615E-0006;
511;2.495E-0001;0.000E+0000;0.000E+0000;1.153E-0005;1.367E-0005;5.372E-0006;-7.714E-0006;
512;2.500E-0001;0.000E+0000;0.000E+0000;1.189E-0005;1.526E-0005;6.043E-0006;-8.752E-0006;
Values
Channel;a [ms];b [ms];a-wave [V];b-wave [V];
1;-0.5;-0.5;;;
2;-0.5;-0.5;;;
3;20.1;47.9;1.73E-005;1.37E-004;
4;25.4;50.9;1.55E-005;7.65E-005;
5;18.1;49.9;4.03E-005;2.91E-004;
6;23.0;49.9;5.51E-005;1.69E-004;
